bread,13,74,11,0,2
dairy_product,26,38,35,0,1
dessert,3,56,41,0,0
egg,35,2,60,0,3
fried_food,5,58,37,0,0
meat,49,0,48,0,3
pasta,20,49,29,0,2
rice,8,87,2,0,3
seafood,65,8,23,0,4
soup,20,46,34,0,0
vegetables_and_fruit,18,80,2,0,0
